ID,time,date,height
$GPLLQ,08:59:41,27-07-2022,0.9199999999999875
$GPLLQ,09:59:41,27-07-2022,0.9130000000000109
$GPLLQ,10:59:41,27-07-2022,0.9209999999999923
$GPLLQ,11:59:41,27-07-2022,0.9379999999999882
$GPLLQ,12:59:41,27-07-2022,0.9139999999999873
$GPLLQ,13:59:41,27-07-2022,0.9089999999999918
$GPLLQ,14:59:41,27-07-2022,0.8969999999999914
$GPLLQ,15:59:41,27-07-2022,0.9110000000000014
$GPLLQ,16:59:41,27-07-2022,0.9110000000000014
$GPLLQ,17:59:41,27-07-2022,0.907999999999987
$GPLLQ,18:59:41,27-07-2022,0.9139999999999873
$GPLLQ,19:59:41,27-07-2022,0.8870000000000005
$GPLLQ,20:59:41,27-07-2022,0.8959999999999866
$GPLLQ,21:59:41,27-07-2022,0.9180000000000064
$GPLLQ,22:59:41,27-07-2022,0.9000000000000057
$GPLLQ,23:59:41,27-07-2022,0.8540000000000134
$GPLLQ,00:59:41,28-07-2022,0.9000000000000057
$GPLLQ,01:59:41,28-07-2022,0.9000000000000057
$GPLLQ,02:59:41,28-07-2022,0.9180000000000064
$GPLLQ,03:59:41,28-07-2022,0.9199999999999875
$GPLLQ,04:59:41,28-07-2022,0.88900000000001
$GPLLQ,05:59:41,28-07-2022,0.8899999999999864
$GPLLQ,06:59:41,28-07-2022,0.9039999999999964
$GPLLQ,07:59:41,28-07-2022,0.9070000000000107
$GPLLQ,08:59:41,28-07-2022,0.9180000000000064
$GPLLQ,18:59:41,07-11-2022,0.9339999999999975
$GPLLQ,19:59:41,07-11-2022,0.9250000000000114
$GPLLQ,20:59:41,07-11-2022,0.9300000000000068
$GPLLQ,21:59:41,07-11-2022,0.9310000000000116
$GPLLQ,22:59:41,07-11-2022,0.9269999999999925
$GPLLQ,23:59:41,07-11-2022,0.9259999999999877
$GPLLQ,00:59:41,08-11-2022,0.9230000000000018
$GPLLQ,01:59:41,08-11-2022,0.9199999999999875
$GPLLQ,02:59:41,08-11-2022,0.9259999999999877
$GPLLQ,03:59:41,08-11-2022,0.9279999999999973
$GPLLQ,04:59:41,08-11-2022,0.9329999999999927
$GPLLQ,05:59:41,08-11-2022,0.9250000000000114
$GPLLQ,06:59:41,08-11-2022,0.9120000000000061
$GPLLQ,07:59:41,08-11-2022,0.907999999999987
$GPLLQ,08:59:41,08-11-2022,0.9259999999999877
$GPLLQ,09:15:31,08-11-2022,0.9240000000000066
$GPLLQ,10:59:41,08-11-2022,0.8760000000000048
$GPLLQ,11:59:41,08-11-2022,0.8880000000000052
$GPLLQ,12:59:41,08-11-2022,0.882000000000005
$GPLLQ,13:59:41,08-11-2022,0.8779999999999859
$GPLLQ,14:12:48,08-11-2022,0.9590000000000032
$GPLLQ,15:59:41,08-11-2022,0.9300000000000068
$GPLLQ,16:59:41,08-11-2022,0.931999999999988
$GPLLQ,17:59:41,08-11-2022,0.9250000000000114
$GPLLQ,18:59:41,08-11-2022,0.9269999999999925
$GPLLQ,20:59:41,14-07-2022,0.8830000000000098
$GPLLQ,21:59:41,14-07-2022,0.8969999999999914
$GPLLQ,22:59:41,14-07-2022,0.8710000000000093
$GPLLQ,23:59:41,14-07-2022,0.9010000000000105
$GPLLQ,00:59:41,15-07-2022,0.9439999999999884
$GPLLQ,01:59:41,15-07-2022,0.914999999999992
$GPLLQ,02:59:41,15-07-2022,0.8770000000000095
$GPLLQ,03:59:41,15-07-2022,0.8770000000000095
$GPLLQ,04:59:41,15-07-2022,0.8859999999999957
$GPLLQ,05:59:41,15-07-2022,0.8940000000000055
$GPLLQ,06:59:41,15-07-2022,0.9120000000000061
$GPLLQ,07:59:41,15-07-2022,0.9060000000000059
$GPLLQ,08:59:41,15-07-2022,0.8990000000000009
$GPLLQ,09:59:41,15-07-2022,0.8859999999999957
$GPLLQ,10:59:41,15-07-2022,0.8919999999999959
$GPLLQ,11:59:41,15-07-2022,0.9050000000000011
$GPLLQ,12:59:41,15-07-2022,0.914999999999992
$GPLLQ,13:59:41,15-07-2022,0.9269999999999925
$GPLLQ,14:59:41,15-07-2022,0.9170000000000016
$GPLLQ,15:59:41,15-07-2022,0.9209999999999923
$GPLLQ,16:59:41,15-07-2022,0.9130000000000109
$GPLLQ,17:59:41,15-07-2022,0.9110000000000014
$GPLLQ,18:59:41,15-07-2022,0.9199999999999875
$GPLLQ,19:59:41,15-07-2022,0.9010000000000105
$GPLLQ,20:59:41,15-07-2022,0.8849999999999909
$GPLLQ,21:59:41,09-08-2022,0.8950000000000102
$GPLLQ,22:59:41,09-08-2022,0.9029999999999916
$GPLLQ,23:59:41,09-08-2022,0.9070000000000107
$GPLLQ,00:59:41,10-08-2022,0.9180000000000064
$GPLLQ,01:59:41,10-08-2022,0.9159999999999968
$GPLLQ,02:59:41,10-08-2022,0.9120000000000061
$GPLLQ,03:59:41,10-08-2022,0.9019999999999868
$GPLLQ,04:59:41,10-08-2022,0.9060000000000059
$GPLLQ,05:59:41,10-08-2022,0.9099999999999966
$GPLLQ,06:59:41,10-08-2022,0.9240000000000066
$GPLLQ,07:59:41,10-08-2022,0.9199999999999875
$GPLLQ,08:59:41,10-08-2022,0.9209999999999923
$GPLLQ,09:59:41,10-08-2022,0.929000000000002
$GPLLQ,10:59:41,10-08-2022,0.9170000000000016
$GPLLQ,11:59:41,10-08-2022,0.9139999999999873
$GPLLQ,12:59:41,10-08-2022,0.9250000000000114
$GPLLQ,13:59:41,10-08-2022,0.943000000000012
$GPLLQ,14:59:41,10-08-2022,0.9259999999999877
$GPLLQ,15:59:41,10-08-2022,0.9019999999999868
$GPLLQ,16:59:41,10-08-2022,0.9139999999999873
$GPLLQ,17:59:41,10-08-2022,0.9139999999999873
$GPLLQ,18:59:41,10-08-2022,0.9120000000000061
$GPLLQ,19:59:41,10-08-2022,0.907999999999987
$GPLLQ,20:59:41,10-08-2022,0.9050000000000011
$GPLLQ,21:59:41,10-08-2022,0.9110000000000014
$GPLLQ,16:59:41,15-09-2022,0.9110000000000014
$GPLLQ,17:59:41,15-09-2022,0.9060000000000059
$GPLLQ,18:59:41,15-09-2022,0.9029999999999916
$GPLLQ,19:59:41,15-09-2022,0.9060000000000059
$GPLLQ,20:59:41,15-09-2022,0.8909999999999911
$GPLLQ,21:59:41,15-09-2022,0.8969999999999914
$GPLLQ,22:59:41,15-09-2022,0.8990000000000009
$GPLLQ,23:59:41,15-09-2022,0.8959999999999866
$GPLLQ,00:59:41,16-09-2022,0.9019999999999868
$GPLLQ,01:59:41,16-09-2022,0.9010000000000105
$GPLLQ,02:59:41,16-09-2022,0.8940000000000055
$GPLLQ,03:59:41,16-09-2022,0.8849999999999909
