Time,Date,Height
08:59:41,27-07-2022,0.9199999999999875
09:59:41,27-07-2022,0.9130000000000109
10:59:41,27-07-2022,0.9209999999999923
11:59:41,27-07-2022,0.9379999999999882
12:59:41,27-07-2022,0.9139999999999873
13:59:41,27-07-2022,0.9089999999999918
14:59:41,27-07-2022,0.8969999999999914
15:59:41,27-07-2022,0.9110000000000014
16:59:41,27-07-2022,0.9110000000000014
17:59:41,27-07-2022,0.907999999999987
18:59:41,27-07-2022,0.9139999999999873
19:59:41,27-07-2022,0.8870000000000005
20:59:41,27-07-2022,0.8959999999999866
21:59:41,27-07-2022,0.9180000000000064
22:59:41,27-07-2022,0.9000000000000057
23:59:41,27-07-2022,0.8540000000000134
00:59:41,28-07-2022,0.9000000000000057
01:59:41,28-07-2022,0.9000000000000057
02:59:41,28-07-2022,0.9180000000000064
03:59:41,28-07-2022,0.9199999999999875
04:59:41,28-07-2022,0.88900000000001
05:59:41,28-07-2022,0.8899999999999864
06:59:41,28-07-2022,0.9039999999999964
07:59:41,28-07-2022,0.9070000000000107
08:59:41,28-07-2022,0.9180000000000064
18:59:41,07-11-2022,0.9339999999999975
19:59:41,07-11-2022,0.9250000000000114
20:59:41,07-11-2022,0.9300000000000068
21:59:41,07-11-2022,0.9310000000000116
22:59:41,07-11-2022,0.9269999999999925
23:59:41,07-11-2022,0.9259999999999877
00:59:41,08-11-2022,0.9230000000000018
01:59:41,08-11-2022,0.9199999999999875
02:59:41,08-11-2022,0.9259999999999877
03:59:41,08-11-2022,0.9279999999999973
04:59:41,08-11-2022,0.9329999999999927
05:59:41,08-11-2022,0.9250000000000114
06:59:41,08-11-2022,0.9120000000000061
07:59:41,08-11-2022,0.907999999999987
08:59:41,08-11-2022,0.9259999999999877
09:15:31,08-11-2022,0.9240000000000066
10:59:41,08-11-2022,0.8760000000000048
11:59:41,08-11-2022,0.8880000000000052
12:59:41,08-11-2022,0.882000000000005
13:59:41,08-11-2022,0.8779999999999859
14:12:48,08-11-2022,0.9590000000000032
15:59:41,08-11-2022,0.9300000000000068
16:59:41,08-11-2022,0.931999999999988
17:59:41,08-11-2022,0.9250000000000114
18:59:41,08-11-2022,0.9269999999999925
20:59:41,14-07-2022,0.8830000000000098
21:59:41,14-07-2022,0.8969999999999914
22:59:41,14-07-2022,0.8710000000000093
23:59:41,14-07-2022,0.9010000000000105
00:59:41,15-07-2022,0.9439999999999884
01:59:41,15-07-2022,0.914999999999992
02:59:41,15-07-2022,0.8770000000000095
03:59:41,15-07-2022,0.8770000000000095
04:59:41,15-07-2022,0.8859999999999957
05:59:41,15-07-2022,0.8940000000000055
06:59:41,15-07-2022,0.9120000000000061
07:59:41,15-07-2022,0.9060000000000059
08:59:41,15-07-2022,0.8990000000000009
09:59:41,15-07-2022,0.8859999999999957
10:59:41,15-07-2022,0.8919999999999959
11:59:41,15-07-2022,0.9050000000000011
12:59:41,15-07-2022,0.914999999999992
13:59:41,15-07-2022,0.9269999999999925
14:59:41,15-07-2022,0.9170000000000016
15:59:41,15-07-2022,0.9209999999999923
16:59:41,15-07-2022,0.9130000000000109
17:59:41,15-07-2022,0.9110000000000014
18:59:41,15-07-2022,0.9199999999999875
19:59:41,15-07-2022,0.9010000000000105
20:59:41,15-07-2022,0.8849999999999909
21:59:41,09-08-2022,0.8950000000000102
22:59:41,09-08-2022,0.9029999999999916
23:59:41,09-08-2022,0.9070000000000107
00:59:41,10-08-2022,0.9180000000000064
01:59:41,10-08-2022,0.9159999999999968
02:59:41,10-08-2022,0.9120000000000061
03:59:41,10-08-2022,0.9019999999999868
04:59:41,10-08-2022,0.9060000000000059
05:59:41,10-08-2022,0.9099999999999966
06:59:41,10-08-2022,0.9240000000000066
07:59:41,10-08-2022,0.9199999999999875
08:59:41,10-08-2022,0.9209999999999923
09:59:41,10-08-2022,0.929000000000002
10:59:41,10-08-2022,0.9170000000000016
11:59:41,10-08-2022,0.9139999999999873
12:59:41,10-08-2022,0.9250000000000114
13:59:41,10-08-2022,0.943000000000012
14:59:41,10-08-2022,0.9259999999999877
15:59:41,10-08-2022,0.9019999999999868
16:59:41,10-08-2022,0.9139999999999873
17:59:41,10-08-2022,0.9139999999999873
18:59:41,10-08-2022,0.9120000000000061
19:59:41,10-08-2022,0.907999999999987
20:59:41,10-08-2022,0.9050000000000011
21:59:41,10-08-2022,0.9110000000000014
16:59:41,15-09-2022,0.9110000000000014
17:59:41,15-09-2022,0.9060000000000059
18:59:41,15-09-2022,0.9029999999999916
19:59:41,15-09-2022,0.9060000000000059
20:59:41,15-09-2022,0.8909999999999911
21:59:41,15-09-2022,0.8969999999999914
22:59:41,15-09-2022,0.8990000000000009
23:59:41,15-09-2022,0.8959999999999866
00:59:41,16-09-2022,0.9019999999999868
01:59:41,16-09-2022,0.9010000000000105
02:59:41,16-09-2022,0.8940000000000055
03:59:41,16-09-2022,0.8849999999999909
04:59:41,16-09-2022,0.882000000000005
05:59:41,16-09-2022,0.8849999999999909
06:59:41,16-09-2022,0.8969999999999914
07:59:41,16-09-2022,0.8979999999999961
08:59:41,16-09-2022,0.914999999999992
09:59:41,16-09-2022,0.9159999999999968
10:59:41,16-09-2022,0.9099999999999966
11:59:41,16-09-2022,0.8979999999999961
12:59:41,16-09-2022,0.8979999999999961
13:59:41,16-09-2022,0.9230000000000018
14:59:41,16-09-2022,0.9240000000000066
15:59:41,16-09-2022,0.929000000000002
16:59:41,16-09-2022,0.9190000000000111
04:59:41,18-11-2022,0.9269999999999925
05:59:41,18-11-2022,0.9259999999999877
06:59:41,18-11-2022,0.9269999999999925
07:59:41,18-11-2022,0.9300000000000068
08:59:41,18-11-2022,0.9209999999999923
09:59:41,18-11-2022,0.936000000000007
10:59:41,18-11-2022,0.921999999999997
11:59:41,18-11-2022,0.8990000000000009
12:59:41,18-11-2022,0.931999999999988
13:59:41,18-11-2022,0.9660000000000082
14:59:41,18-11-2022,0.9439999999999884
15:59:41,18-11-2022,0.9470000000000027
16:59:41,18-11-2022,0.9329999999999927
17:59:41,18-11-2022,0.9250000000000114
18:59:41,18-11-2022,0.9399999999999977
19:59:41,18-11-2022,0.9250000000000114
20:59:41,18-11-2022,0.9110000000000014
21:59:41,18-11-2022,0.929000000000002
22:59:41,18-11-2022,0.9399999999999977
23:59:41,18-11-2022,0.9230000000000018
00:59:41,19-11-2022,0.9269999999999925
01:59:41,19-11-2022,0.9339999999999975
02:59:41,19-11-2022,0.9329999999999927
03:59:41,19-11-2022,0.9410000000000025
04:59:41,19-11-2022,0.9439999999999884
04:59:41,24-12-2022,0.938999999999993
05:59:41,24-12-2022,0.9310000000000116
06:59:41,24-12-2022,0.9180000000000064
07:59:41,24-12-2022,0.9089999999999918
08:59:41,24-12-2022,0.931999999999988
09:59:41,24-12-2022,0.9519999999999982
10:59:41,24-12-2022,0.9250000000000114
11:59:41,24-12-2022,0.9300000000000068
12:59:41,24-12-2022,0.9370000000000118
13:59:41,24-12-2022,0.931999999999988
14:59:41,24-12-2022,0.9300000000000068
15:59:41,24-12-2022,0.929000000000002
16:59:41,24-12-2022,0.9279999999999973
17:59:41,24-12-2022,0.9310000000000116
18:59:41,24-12-2022,0.9329999999999927
19:59:41,24-12-2022,0.936000000000007
20:59:41,24-12-2022,0.9339999999999975
21:59:41,24-12-2022,0.931999999999988
22:59:41,24-12-2022,0.9329999999999927
23:59:41,24-12-2022,0.9269999999999925
00:59:41,25-12-2022,0.9250000000000114
01:59:41,25-12-2022,0.9250000000000114
02:59:41,25-12-2022,0.9269999999999925
03:59:41,25-12-2022,0.9250000000000114
04:59:41,25-12-2022,0.9230000000000018
12:59:41,26-10-2022,0.931999999999988
13:59:41,26-10-2022,0.9159999999999968
14:59:41,26-10-2022,0.9139999999999873
15:59:41,26-10-2022,0.9039999999999964
16:59:41,26-10-2022,0.8969999999999914
17:59:41,26-10-2022,0.9019999999999868
18:59:41,26-10-2022,0.9039999999999964
19:59:41,26-10-2022,0.8990000000000009
20:59:41,26-10-2022,0.8979999999999961
21:59:41,26-10-2022,0.9019999999999868
22:59:41,26-10-2022,0.9000000000000057
23:59:41,26-10-2022,0.9019999999999868
00:59:41,27-10-2022,0.9120000000000061
01:59:41,27-10-2022,0.921999999999997
02:59:41,27-10-2022,0.9199999999999875
03:59:41,27-10-2022,0.9139999999999873
04:59:41,27-10-2022,0.9139999999999873
05:59:41,27-10-2022,0.9130000000000109
06:59:41,27-10-2022,0.907999999999987
10:59:41,30-10-2022,0.9190000000000111
11:59:41,30-10-2022,0.9350000000000023
12:59:41,30-10-2022,0.9490000000000123
13:59:41,30-10-2022,0.9370000000000118
14:59:41,30-10-2022,0.9230000000000018
15:59:41,30-10-2022,0.9170000000000016
16:59:41,30-10-2022,0.9250000000000114
17:59:41,30-10-2022,0.9240000000000066
18:59:41,30-10-2022,0.9099999999999966
19:59:41,30-10-2022,0.9029999999999916
20:59:41,30-10-2022,0.914999999999992
21:59:41,30-10-2022,0.9120000000000061
22:59:41,30-10-2022,0.9130000000000109
23:59:41,30-10-2022,0.921999999999997
00:59:41,31-10-2022,0.9279999999999973
01:59:41,31-10-2022,0.9279999999999973
02:59:41,31-10-2022,0.931999999999988
03:59:41,31-10-2022,0.9250000000000114
04:59:41,31-10-2022,0.9199999999999875
05:59:41,31-10-2022,0.9130000000000109
06:59:41,31-10-2022,0.9250000000000114
07:59:41,31-10-2022,0.9159999999999968
08:59:41,31-10-2022,0.9209999999999923
09:59:41,31-10-2022,0.9240000000000066
10:59:41,31-10-2022,0.9650000000000034
10:59:41,24-11-2022,0.9230000000000018
11:59:41,24-11-2022,0.9180000000000064
12:59:41,24-11-2022,0.9279999999999973
13:59:41,24-11-2022,0.936000000000007
14:59:41,24-11-2022,0.9259999999999877
15:59:41,24-11-2022,0.921999999999997
16:59:41,24-11-2022,0.9190000000000111
17:59:41,24-11-2022,0.9190000000000111
18:59:41,24-11-2022,0.9259999999999877
19:59:41,24-11-2022,0.9279999999999973
20:59:41,24-11-2022,0.9329999999999927
21:59:41,24-11-2022,0.931999999999988
22:59:41,24-11-2022,0.9370000000000118
23:59:41,24-11-2022,0.9370000000000118
00:59:41,25-11-2022,0.931999999999988
01:59:41,25-11-2022,0.9399999999999977
02:59:41,25-11-2022,0.9350000000000023
03:59:41,25-11-2022,0.9310000000000116
04:59:41,25-11-2022,0.9279999999999973
05:59:41,25-11-2022,0.9350000000000023
06:59:41,25-11-2022,0.9240000000000066
07:59:41,25-11-2022,0.9269999999999925
08:59:41,25-11-2022,0.931999999999988
09:59:41,25-11-2022,0.9120000000000061
10:59:41,25-11-2022,0.914999999999992
11:59:41,19-08-2022,0.907999999999987
12:59:41,19-08-2022,0.8700000000000045
13:59:41,19-08-2022,0.8779999999999859
14:59:41,19-08-2022,0.8979999999999961
15:59:41,19-08-2022,0.9010000000000105
16:59:41,19-08-2022,0.8990000000000009
17:59:41,19-08-2022,0.9120000000000061
18:59:41,19-08-2022,0.9099999999999966
19:59:41,19-08-2022,0.8859999999999957
20:59:41,19-08-2022,0.8549999999999898
21:59:41,19-08-2022,0.8940000000000055
22:59:41,19-08-2022,0.9329999999999927
23:59:41,19-08-2022,0.9050000000000011
00:59:41,20-08-2022,0.9050000000000011
01:59:41,20-08-2022,0.9230000000000018
02:59:41,20-08-2022,0.9350000000000023
03:59:41,20-08-2022,0.9000000000000057
04:59:41,20-08-2022,0.9060000000000059
05:59:41,20-08-2022,0.9120000000000061
06:59:41,20-08-2022,0.9019999999999868
07:59:41,20-08-2022,0.9050000000000011
08:59:41,20-08-2022,0.9070000000000107
09:59:41,20-08-2022,0.9159999999999968
10:59:41,20-08-2022,0.9180000000000064
11:59:41,20-08-2022,0.9110000000000014
00:59:41,10-06-2022,0.9000000000000057
01:59:41,10-06-2022,0.8950000000000102
02:59:41,10-06-2022,0.8760000000000048
03:59:41,10-06-2022,0.9139999999999873
04:59:41,10-06-2022,0.8979999999999961
05:59:41,10-06-2022,0.8969999999999914
06:59:41,10-06-2022,0.8990000000000009
07:59:41,15-08-2022,0.914999999999992
08:59:41,15-08-2022,0.8990000000000009
09:59:41,15-08-2022,0.9050000000000011
10:59:41,15-08-2022,0.9120000000000061
11:59:41,15-08-2022,0.9180000000000064
12:59:41,15-08-2022,0.9060000000000059
13:59:41,15-08-2022,0.914999999999992
14:59:41,15-08-2022,0.8959999999999866
15:59:41,15-08-2022,0.8859999999999957
16:59:41,15-08-2022,0.9019999999999868
17:59:41,15-08-2022,0.929000000000002
18:59:41,15-08-2022,0.9350000000000023
19:59:41,15-08-2022,0.8930000000000007
20:59:41,15-08-2022,0.9050000000000011
21:59:41,15-08-2022,0.9029999999999916
22:59:41,15-08-2022,0.9050000000000011
23:59:41,15-08-2022,0.8979999999999961
00:59:41,16-08-2022,0.875
01:59:41,16-08-2022,0.9509999999999934
02:59:41,16-08-2022,0.943000000000012
03:59:41,16-08-2022,0.9259999999999877
04:59:41,16-08-2022,0.921999999999997
05:59:41,16-08-2022,0.907999999999987
06:59:41,16-08-2022,0.907999999999987
07:59:41,16-08-2022,0.914999999999992
03:59:41,05-10-2022,0.9170000000000016
04:59:41,05-10-2022,0.9240000000000066
05:59:41,05-10-2022,0.9269999999999925
07:59:41,05-10-2022,0.921999999999997
08:59:41,05-10-2022,0.9170000000000016
09:59:41,05-10-2022,0.9159999999999968
10:59:41,05-10-2022,0.9259999999999877
11:59:41,05-10-2022,0.9240000000000066
12:59:41,05-10-2022,0.9190000000000111
13:59:41,05-10-2022,0.914999999999992
14:59:41,05-10-2022,0.9279999999999973
15:59:41,05-10-2022,0.9230000000000018
16:59:41,05-10-2022,0.9110000000000014
17:59:41,05-10-2022,0.8969999999999914
18:59:41,05-10-2022,0.9070000000000107
19:59:41,05-10-2022,0.8930000000000007
20:59:41,05-10-2022,0.8959999999999866
21:59:41,05-10-2022,0.9060000000000059
22:59:41,05-10-2022,0.9050000000000011
23:59:41,05-10-2022,0.9070000000000107
00:59:41,06-10-2022,0.8979999999999961
01:59:41,06-10-2022,0.9099999999999966
02:59:41,06-10-2022,0.9180000000000064
03:59:41,06-10-2022,0.9199999999999875
15:59:41,10-04-2022,0.9000000000000057
16:59:41,10-04-2022,0.882000000000005
17:59:41,10-04-2022,0.8810000000000002
18:59:41,10-04-2022,0.8799999999999955
19:59:41,10-04-2022,0.8930000000000007
20:59:41,10-04-2022,0.9019999999999868
21:59:41,10-04-2022,0.8899999999999864
22:59:41,10-04-2022,0.8830000000000098
23:59:41,10-04-2022,0.882000000000005
00:59:41,11-04-2022,0.8839999999999861
01:59:41,11-04-2022,0.882000000000005
02:59:41,11-04-2022,0.8899999999999864
03:59:41,11-04-2022,0.8880000000000052
04:59:41,11-04-2022,0.8839999999999861
05:59:41,11-04-2022,0.8810000000000002
06:59:41,11-04-2022,0.8959999999999866
07:59:41,11-04-2022,0.8870000000000005
08:59:41,11-04-2022,0.8950000000000102
09:59:41,11-04-2022,0.8940000000000055
10:59:41,11-04-2022,0.8830000000000098
11:59:41,11-04-2022,0.8930000000000007
12:59:41,11-04-2022,0.8880000000000052
13:59:41,11-04-2022,0.8849999999999909
14:59:41,11-04-2022,0.8959999999999866
15:59:41,11-04-2022,0.8870000000000005
11:59:41,13-10-2022,0.929000000000002
12:59:41,13-10-2022,0.9199999999999875
13:59:41,13-10-2022,0.938999999999993
14:59:41,13-10-2022,0.9240000000000066
15:59:41,13-10-2022,0.9259999999999877
16:59:41,13-10-2022,0.9279999999999973
17:59:41,13-10-2022,0.9139999999999873
18:59:41,13-10-2022,0.9230000000000018
19:59:41,13-10-2022,0.9209999999999923
20:59:41,13-10-2022,0.9180000000000064
21:59:41,13-10-2022,0.9230000000000018
22:59:41,13-10-2022,0.9259999999999877
23:59:41,13-10-2022,0.9230000000000018
00:59:41,14-10-2022,0.9259999999999877
01:59:41,14-10-2022,0.9300000000000068
02:59:41,14-10-2022,0.9250000000000114
03:59:41,14-10-2022,0.9240000000000066
04:59:41,14-10-2022,0.9209999999999923
05:59:41,14-10-2022,0.929000000000002
06:59:41,14-10-2022,0.9329999999999927
07:59:41,14-10-2022,0.9209999999999923
08:59:41,14-10-2022,0.921999999999997
09:59:41,14-10-2022,0.9279999999999973
10:59:41,14-10-2022,0.9230000000000018
11:59:41,14-10-2022,0.914999999999992
14:59:41,15-04-2022,0.9060000000000059
15:59:41,15-04-2022,0.88900000000001
16:59:41,15-04-2022,0.8909999999999911
17:59:41,15-04-2022,0.8959999999999866
18:59:41,15-04-2022,0.9019999999999868
19:59:41,15-04-2022,0.882000000000005
20:59:41,15-04-2022,0.8849999999999909
21:59:41,15-04-2022,0.8859999999999957
22:59:41,15-04-2022,0.8799999999999955
23:59:41,15-04-2022,0.8789999999999907
00:59:41,16-04-2022,0.8870000000000005
01:59:41,16-04-2022,0.8880000000000052
02:59:41,16-04-2022,0.88900000000001
03:59:41,16-04-2022,0.8489999999999895
04:59:41,16-04-2022,0.8880000000000052
05:59:41,16-04-2022,0.8830000000000098
06:59:41,16-04-2022,0.88900000000001
